UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin,Height
108294,33.406869,-82.66830949999999,Low Clearance,Warrenton,GA,30828,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108295,33.40948,-82.64143,Low Clearance,Warrenton,GA,30828,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108297,33.80296,-83.3637,Low Clearance,Watkinsville,GA,30677,LC11,,11 - 2 height clearance (136),low_11_2_pushpin,
108301,31.211845,-82.355568,Low Clearance,Waycross,GA,31501,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108302,31.212529999999997,-82.35389,Low Clearance,Waycross,GA,31501,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
108303,31.217387,-82.348658,Low Clearance,Waycross,GA,31501,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108305,33.09825,-82.01794,Low Clearance,Waynesboro,GA,30830,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
108311,34.963263,-85.417674,Low Clearance,Wildwood,GA,30757,LC8,,8 - 0 height clearance (136),low_8_0_pushpin,
108316,33.992340000000006,-83.72419000000001,Low Clearance,Winder,GA,30680,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108351,42.75023,-92.81016,Low Clearance,Allison,IA,50602,LC13,,"13 - 6 height clearance, Feb 2013: Bridge removed after arson damage. Could be rebuilt someday since it is part of a trail system.",low_13_6_pushpin,
108361,42.02453,-93.62024,Low Clearance,Ames,IA,50010,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108362,42.028186299999994,-93.6322004,Low Clearance,Ames,IA,50010,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
108363,42.0302168,-93.63831309999999,Low Clearance,Ames,IA,50010,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
108373,42.089705,-94.995024,Low Clearance,Arcadia,IA,51430,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108375,43.397164200000006,-94.513885,Low Clearance,Armstrong,IA,50514,LC13,,13 - 11 height clearance,low_13_11_pushpin,
108379,41.4164429,-95.0393656,Low Clearance,Atlantic,IA,50022,LC14,,14 - 4 height clearance,low_14_4_pushpin,
108392,42.0652,-93.87388,Low Clearance,Boone,IA,50036,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108396,41.23639,-91.88911999999999,Low Clearance,Brighton,IA,52540,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
108408,42.09952,-94.9348,Low Clearance,Carroll,IA,51401,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
108419,41.956179999999996,-91.52671,Low Clearance,Cedar Rapids,IA,52403,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108420,41.97294,-91.58034,Low Clearance,Cedar Rapids,IA,52403,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108435,42.21911,-91.82342,Low Clearance,Center Point,IA,52213,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108438,41.0093,-93.30096999999999,Low Clearance,Chariton,IA,50049,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108439,41.01045,-93.30748,Low Clearance,Chariton,IA,50049,LC15,,15 - 6 height clearance,low_15_6_pushpin,
108440,41.01251,-93.301,Low Clearance,Chariton,IA,50049,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
108441,41.014357700000005,-93.3097396,Low Clearance,Chariton,IA,50049,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108442,41.01495,-93.30099,Low Clearance,Chariton,IA,50049,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
108454,41.8329989,-90.1930109,Low Clearance,Clinton,IA,52732,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108455,41.836194299999995,-90.1882738,Low Clearance,Clinton,IA,52732,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108458,42.2792099,-91.5353603,Low Clearance,Coggon,IA,52218,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108462,42.0189713,-93.3094185,Low Clearance,Colo,IA,50056,LC14,,14 - 1 height clearance,low_14_1_pushpin,
108463,42.02235,-93.30941999999999,Low Clearance,Colo,IA,50056,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108468,40.76498,-93.31806999999999,Low Clearance,Corydon,IA,50060,LC13,,13 - 3 height clearance (136),low_13_3_pushpin,
108472,41.24661,-95.85370999999999,Low Clearance,Council Bluffs,IA,51501,LC13,,13 - 10 height clearance,low_13_10_pushpin,
108473,41.2805473,-95.77255670000001,Low Clearance,Council Bluffs,IA,51503,LC14,,14 - 2 height clearance,low_14_2_pushpin,
108474,41.2845466,-95.86357199999999,Low Clearance,Council Bluffs,IA,51501,LC8,,8 - 8 height clearance (136),low_8_8_pushpin,
108475,41.2845753,-95.8633705,Low Clearance,Council Bluffs,IA,51503,LC8,,8 - 8 height clearance (136),low_8_8_pushpin,
108476,41.289586299999996,-95.8598623,Low Clearance,Council Bluffs,IA,51503,LC9,,9 - 2 height clearance (136),low_9_2_pushpin,
108487,41.049569899999995,-94.3791703,Low Clearance,Creston,IA,50801,LC15,,15 - 5 height clearance,low_15_5_pushpin,
108488,41.054214,-94.372333,Low Clearance,Creston,IA,50801,LC13,,13 - 10 height clearance,low_13_10_pushpin,
108489,41.057139,-94.35160400000001,Low Clearance,Creston,IA,50801,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
108490,41.05794,-94.35158,Low Clearance,Creston,IA,50801,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
108491,41.058162200000005,-94.33684720000001,Low Clearance,Creston,IA,50801,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108496,41.5210423,-90.568373,Low Clearance,Davenport,IA,52801,LC13,,13 - 11 height clearance,low_13_11_pushpin,
108497,41.5235,-90.57112,Low Clearance,Davenport,IA,52806,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108498,41.52432,-90.57258,Low Clearance,Davenport,IA,52806,LC11,,11 - 3 height clearance (136),low_11_3_pushpin,
108499,41.52456,-90.57847,Low Clearance,Davenport,IA,52806,LC10,,10 - 1 height clearance (136),low_10_1_pushpin,
108500,41.52456,-90.57555,Low Clearance,Davenport,IA,52806,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
108501,41.52456,-90.57701999999999,Low Clearance,Davenport,IA,52806,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
108502,41.52456,-90.57406999999999,Low Clearance,Davenport,IA,52806,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
108504,41.52753,-90.60703000000001,Low Clearance,Davenport,IA,52806,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108506,41.53478,-90.54708000000001,Low Clearance,Davenport,IA,52806,LC8,,8 - 10 height clearance (136),low_8_10_pushpin,
108507,41.558679999999995,-90.64891999999999,Low Clearance,Davenport,IA,52806,LC13,,13 - 10 height clearance,low_13_10_pushpin,
108538,41.5795,-93.66325,Low Clearance,Des Moines,IA,50312,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
108539,41.59523,-93.61843,Low Clearance,Des Moines,IA,50312,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
108540,41.60045,-93.58255,Low Clearance,Des Moines,IA,50312,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108541,41.614059999999995,-93.62004,Low Clearance,Des Moines,IA,50312,LC8,,8 - 10 height clearance (136),low_8_10_pushpin,
108542,41.627759999999995,-93.58509000000001,Low Clearance,Des Moines,IA,50312,LC14,,14 - 5 height clearance,low_14_5_pushpin,
108543,41.64048,-93.62006,Low Clearance,Des Moines,IA,50312,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
108563,43.27199,-96.23779,Low Clearance,Doon,IA,51235,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
108572,42.4995391,-90.65340340000002,Low Clearance,Dubuque,IA,52001,LC10,,10 - 9 height clearance (136),low_10_9_pushpin,
108581,42.48545,-91.17389,Low Clearance,Dyersville,IA,52040,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108597,41.0111876,-91.964912,Low Clearance,Fairfield,IA,52556,LC14,,14 - 1 height clearance,low_14_1_pushpin,
108605,42.49324,-94.1797,Low Clearance,Fort Dodge,IA,50501,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108606,42.495171500000005,-94.1797421,Low Clearance,Fort Dodge,IA,50501,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
108607,42.49876,-94.18601,Low Clearance,Fort Dodge,IA,50501,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
108608,42.510709999999996,-94.20454000000001,Low Clearance,Fort Dodge,IA,50501,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
108613,41.0294865,-95.7472038,Low Clearance,Glenwood,IA,51534,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108614,41.03825,-95.7413,Low Clearance,Glenwood,IA,51534,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
108615,41.042,-95.73625,Low Clearance,Glenwood,IA,51534,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
108616,41.0472261,-95.7235661,Low Clearance,Glenwood,IA,51534,LC13,,13 - 11 height clearance,low_13_11_pushpin,
108617,41.0520838,-95.6804333,Low Clearance,Glenwood,IA,51534,LC13,,13 - 9 height clearance,low_13_9_pushpin,
108618,41.0523065,-95.7124249,Low Clearance,Glenwood,IA,51534,LC14,,14 - 6 height clearance,low_14_6_pushpin,
108619,42.05409,-94.68303,Low Clearance,Glidden,IA,51443,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108623,41.74031,-92.72163,Low Clearance,Grinnell,IA,50112,LC8,,8 - 4 height clearance (136),low_8_4_pushpin,
108624,41.78046,-92.72726999999999,Low Clearance,Grinnell,IA,50112,LC13,,13 - 7 height clearance,low_13_7_pushpin,
108636,43.220414,-96.1771755,Low Clearance,Hull,IA,51239,LC13,,13 - 9 height clearance,low_13_9_pushpin,
108637,43.22043789999999,-96.1770745,Low Clearance,Hull,IA,51239,LC13,,13 - 9 height clearance,low_13_9_pushpin,
108638,43.236307000000004,-96.177501,Low Clearance,Hull,IA,51239,LC13,,13 - 9 height clearance,low_13_9_pushpin,
108639,43.2363403,-96.1773941,Low Clearance,Hull,IA,51239,LC13,,13 - 9 height clearance,low_13_9_pushpin,
108649,41.66124,-91.53931999999999,Low Clearance,Iowa City,IA,52246,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
108650,41.66637,-91.5577,Low Clearance,Iowa City,IA,52246,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
108660,41.320867299999996,-93.0913103,Low Clearance,Knoxville,IA,50138,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
108665,41.58254,-90.38938,Low Clearance,Le Claire,IA,52753,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108670,40.9960007,-91.76044509999998,Low Clearance,Lockridge,IA,52635,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108674,43.06033,-91.46385,Low Clearance,Luana,IA,52156,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108675,41.0155938,-95.6086193,Low Clearance,Malvern,IA,51551,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
108686,42.052279299999995,-92.95332109999998,Low Clearance,Marshalltown,IA,50158,LC12,,12 - 9 height clearance (136),low_12_9_pushpin,
108689,43.14242539999999,-93.20107440000001,Low Clearance,Mason City,IA,50401,LC14,,14 - 5 height clearance,low_14_5_pushpin,
108690,43.1428734,-93.2092544,Low Clearance,Mason City,IA,50401,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108691,43.15186,-93.19014,Low Clearance,Mason City,IA,50401,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108692,43.16059,-93.19649,Low Clearance,Mason City,IA,50401,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108693,43.163509999999995,-93.19679000000001,Low Clearance,Mason City,IA,50401,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108694,43.1971795,-93.2048804,Low Clearance,Mason City,IA,50401,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
108695,43.20552,-93.08866,Low Clearance,Mason City,IA,50401,LC13,,13 - 3 height clearance (136),low_13_3_pushpin,
108704,41.5178686,-94.3676431,Low Clearance,Menlo,IA,50164,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108705,40.84802,-93.30891,Low Clearance,Millerton,IA,50165,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
108707,41.498459999999994,-95.74604000000001,Low Clearance,Missouri Valley,IA,51555,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108708,41.4991956,-95.89520920000001,Low Clearance,Missouri Valley,IA,51555,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
108709,41.499252500000004,-95.8955277,Low Clearance,Missouri Valley,IA,51555,LC11,,11 - 0 height clearance in center with sides curving down sharply (136),low_11_0_pushpin,
108710,41.522290000000005,-95.88508,Low Clearance,Missouri Valley,IA,51555,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108721,42.4460186,-94.2917387,Low Clearance,Moorland,IA,50566,LC14,,14 - 2 height clearance,low_14_2_pushpin,
108722,40.739846500000006,-92.7221962,Low Clearance,Moulton,IA,52572,LC14,,14 - 3 height clearance,low_14_3_pushpin,
108724,40.984561799999994,-91.6822224,Low Clearance,Mt Pleasant,IA,52641,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108726,41.98425,-91.51386,Low Clearance,Mt Vernon,IA,52314,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
108733,42.0214671,-93.3904239,Low Clearance,Nevada,IA,50201,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108734,42.025825,-93.46282,Low Clearance,Nevada,IA,50201,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
108735,42.025859999999994,-93.46279,Low Clearance,Nevada,IA,50201,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
108739,41.42261,-92.6451,Low Clearance,New Sharon,IA,50207,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108742,41.699329999999996,-93.06834,Low Clearance,Newton,IA,50208,LC13,,13 - 10 height clearance,low_13_10_pushpin,
108752,42.67832,-91.91918000000001,Low Clearance,Oelwein,IA,50662,LC9,,9 - 9 height clearance (136),low_9_9_pushpin,
108765,41.0337843,-93.7715484,Low Clearance,Osceola,IA,50213,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
108774,41.00521,-92.37608,Low Clearance,Ottumwa,IA,52501,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
108775,41.0068,-92.38944000000001,Low Clearance,Ottumwa,IA,52501,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
108776,41.03195,-92.42974,Low Clearance,Ottumwa,IA,52501,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
108786,41.33488,-93.28182,Low Clearance,Pleasantville,IA,50225,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
108787,41.37104,-93.34581,Low Clearance,Pleasantville,IA,50225,LC13,,13 - 8 height clearance - Sep 2013: User reports signage says 14-5 but unable to verify thus far,low_13_8_pushpin,
108788,42.55050120000001,-94.6782382,Low Clearance,Pomeroy,IA,50575,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108794,41.0022727,-95.2300621,Low Clearance,Red Oak,IA,51566,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108795,41.0044903,-95.22309709999999,Low Clearance,Red Oak,IA,51566,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108796,41.0067016,-95.21727109999999,Low Clearance,Red Oak,IA,51566,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
108802,42.399952,-94.60902790000002,Low Clearance,Rockwell City,IA,50579,LC14,,14 - 5 height clearance,low_14_5_pushpin,
108817,41.32956,-92.19393000000001,Low Clearance,Sigourney,IA,52591,LC15,,15 - 0 height clearance,low_15_0_pushpin,
108839,42.015406299999995,-93.1748132,Low Clearance,State Center,IA,50247,LC14,,14 - 5 height clearance,low_14_5_pushpin,
108881,41.30267,-91.69034,Low Clearance,Washington,IA,52353,LC13,,13 - 6 height clearance,low_13_6_pushpin,
108887,42.4983124,-92.3182165,Low Clearance,Waterloo,IA,50703,LC13,,13 - 10 height clearance,low_13_10_pushpin,
108888,42.5005,-92.32523,Low Clearance,Waterloo,IA,50702,LC14,,14 - 4 height clearance,low_14_4_pushpin,
108889,42.5027347,-92.30779100000001,Low Clearance,Waterloo,IA,50703,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
108900,42.469384399999996,-93.8138005,Low Clearance,Webster City,IA,50595,LC13,,13 - 8 height clearance,low_13_8_pushpin,
108901,42.471292600000005,-93.80701280000001,Low Clearance,Webster City,IA,50595,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
108926,42.80435,-112.81038000000001,Low Clearance,American Falls,ID,83211,LC14,,14 - 0 height clearance,low_14_0_pushpin,
108958,43.60102,-116.21306000000001,Low Clearance,Boise,ID,83706,LC14,,14 - 2 height clearance,low_14_2_pushpin,
109067,46.229459999999996,-116.45257,Low Clearance,Craigmont,ID,83523,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
109087,43.97922,-116.92332900000001,Low Clearance,Fruitland,ID,83619,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
109099,42.95882,-115.28193999999999,Low Clearance,Glenns Ferry,ID,83623,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
109152,43.483164,-112.044583,Low Clearance,Idaho Falls,ID,83402,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
109153,43.49409,-112.0362,Low Clearance,Idaho Falls,ID,83402,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
109154,43.49602,-112.03508000000001,Low Clearance,Idaho Falls,ID,83402,LC13,,13 - 8 height clearance,low_13_8_pushpin,
109198,46.449346999999996,-116.81053,Low Clearance,Lapwai,ID,83540,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109202,42.123501,-112.21870200000001,Low Clearance,Lenore,ID,83541,LC13,,13 - 6 height clearance,low_13_6_pushpin,
109234,42.56706,-112.179381,Low Clearance,McCammon,ID,83250,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109266,43.57468,-116.54867,Low Clearance,Nampa,ID,83687,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
109267,43.575520000000004,-116.54527,Low Clearance,Nampa,ID,83687,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
109268,43.577709999999996,-116.55309,Low Clearance,Nampa,ID,83687,LC13,,13 - 6 height clearance,low_13_6_pushpin,
109269,43.580090000000006,-116.56005,Low Clearance,Nampa,ID,83687,LC13,,13 - 6 height clearance,low_13_6_pushpin,
109270,43.58665,-116.54321999999999,Low Clearance,Nampa,ID,83687,LC14,,14 - 6 height clearance,low_14_6_pushpin,
109313,42.86306,-112.44911,Low Clearance,Pocatello,ID,83201,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
109314,42.887190000000004,-112.47643000000001,Low Clearance,Pocatello,ID,83201,LC13,,13 - 6 height clearance,low_13_6_pushpin,
109385,42.54557,-114.4406,Low Clearance,Twin Falls,ID,83301,LC13,,13 - 8 height clearance,low_13_8_pushpin,
109395,44.246916999999996,-116.98045900000001,Low Clearance,Weiser,ID,83762,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109399,42.812529999999995,-114.77765,Low Clearance,Wendell,ID,83355,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109409,47.38067,-116.87603999999999,Low Clearance,Worley,ID,83876,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109410,47.40252,-116.91683,Low Clearance,Worley,ID,83876,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109423,41.060829999999996,-88.85883000000001,Low Clearance,Ancona,IL,61311,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109434,40.230259999999994,-90.95388,Low Clearance,Augusta,IL,62311,LC13,,13 - 9 height clearance,low_13_9_pushpin,
109436,41.74631,-88.33601,Low Clearance,Aurora,IL,60506,LC13,,13 - 9 height clearance,low_13_9_pushpin,
109437,41.754540000000006,-88.31533,Low Clearance,Aurora,IL,60506,LC13,,13 - 9 height clearance,low_13_9_pushpin,
109438,41.754862,-88.314646,Low Clearance,Aurora,IL,60506,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
109439,41.755722999999996,-88.313236,Low Clearance,Aurora,IL,60506,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
109440,41.756640000000004,-88.31199000000001,Low Clearance,Aurora,IL,60506,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
109441,41.757535,-88.310895,Low Clearance,Aurora,IL,60506,LC14,,14 - 1 height clearance,low_14_1_pushpin,
109442,41.75849,-88.30971,Low Clearance,Aurora,IL,60506,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109443,41.78148,-88.23169,Low Clearance,Aurora,IL,60506,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109500,41.14202,-87.86157,Low Clearance,Bradley,IL,60915,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
109509,41.85952,-87.86265,Low Clearance,Broadview,IL,60155,LC14,,14 - 1 height clearance,low_14_1_pushpin,
109510,37.12198,-88.626868,Low Clearance,Brookport,IL,62910,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109519,42.131764000000004,-89.245512,Low Clearance,Byron,IL,61010,LC14,,14 - 8 height clearance,low_14_8_pushpin,
109520,42.370102,-88.966514,Low Clearance,Caledonia,IL,61011,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109521,40.08676,-91.02946999999999,Low Clearance,Camp Point,IL,62320,LC13,,13 - 8 height clearance,low_13_8_pushpin,
109522,40.62304,-90.02972,Low Clearance,Canton,IL,61520,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109528,39.239711,-89.92817099999999,Low Clearance,Carlinville,IL,62626,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109529,39.278618,-89.797001,Low Clearance,Carlinville,IL,62626,LC13,,13 - 6 height clearance,low_13_6_pushpin,
109544,38.529296,-89.135814,Low Clearance,Centralia,IL,62801,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109548,40.09445,-88.24472,Low Clearance,Champaign,IL,61820,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109549,40.10266,-88.2434,Low Clearance,Champaign,IL,61820,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
109550,40.110209999999995,-88.24218,Low Clearance,Champaign,IL,61820,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109551,40.112559999999995,-88.24181999999999,Low Clearance,Champaign,IL,61820,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
109552,40.11483,-88.24113,Low Clearance,Champaign,IL,61820,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109553,40.11992,-88.23911,Low Clearance,Champaign,IL,61820,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
109573,41.651816,-87.61202,Low Clearance,Chicago,IL,,LC13,,13 - 7 EX height clearance,low_13_7_pushpin,
109574,41.659134,-87.618082,Low Clearance,Chicago,IL,,LC14,,14 - 4 height clearance,low_14_4_pushpin,
109575,41.663129,-87.59183900000001,Low Clearance,Chicago,IL,,LC14,,14 - 2 height clearance,low_14_2_pushpin,
109576,41.663734999999996,-87.591679,Low Clearance,Chicago,IL,,LC14,,14 - 2 height clearance,low_14_2_pushpin,
109577,41.683025,-87.62067900000001,Low Clearance,Chicago,IL,,LC12,,12 - 10 height clearance (136),low_12_10_pushpin,
109578,41.683994,-87.612374,Low Clearance,Chicago,IL,,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
109579,41.685444,-87.612095,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109580,41.68913,-87.61129100000001,Low Clearance,Chicago,IL,,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
109581,41.692743,-87.6104,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109582,41.696404,-87.609531,Low Clearance,Chicago,IL,,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
109583,41.700113,-87.608662,Low Clearance,Chicago,IL,,LC13,,13 - 5 EX height clearance (136),low_13_5_pushpin,
109584,41.703765999999995,-87.607825,Low Clearance,Chicago,IL,,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
109585,41.707427,-87.606999,Low Clearance,Chicago,IL,,LC13,,13 - 8 height clearance,low_13_8_pushpin,
109586,41.712913,-87.605808,Low Clearance,Chicago,IL,,LC13,,13 - 10 height clearance,low_13_10_pushpin,
109587,41.713753999999994,-87.534633,Low Clearance,Chicago,IL,,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
109588,41.714725,-87.536537,Low Clearance,Chicago,IL,,LC14,,14 - 2 height clearance,low_14_2_pushpin,
109589,41.714819,-87.53524499999999,Low Clearance,Chicago,IL,,LC14,,14 - 2 height clearance,low_14_2_pushpin,
109590,41.71638,-87.53771400000001,Low Clearance,Chicago,IL,,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
109591,41.720968,-87.54711,Low Clearance,Chicago,IL,,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109592,41.722026,-87.603459,Low Clearance,Chicago,IL,,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109593,41.722322999999996,-87.586786,Low Clearance,Chicago,IL,,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
109594,41.722651,-87.55973900000001,Low Clearance,Chicago,IL,,LC14,,14 - 4 height clearance,low_14_4_pushpin,
109595,41.723236,-87.585166,Low Clearance,Chicago,IL,,LC14,,14 - 4 height clearance,low_14_4_pushpin,
109596,41.723244,-87.594768,Low Clearance,Chicago,IL,,LC13,,13 - 6 EX height clearance,low_13_6_pushpin,
109597,41.72332,-87.57536400000001,Low Clearance,Chicago,IL,,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
109598,41.72334,-87.604596,Low Clearance,Chicago,IL,,LC13,,13 - 7 EX height clearance,low_13_7_pushpin,
109599,41.72338,-87.570511,Low Clearance,Chicago,IL,,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109600,41.723636,-87.55113399999999,Low Clearance,Chicago,IL,,LC14,,14 - 4 height clearance,low_14_4_pushpin,
109601,41.723756,-87.553849,Low Clearance,Chicago,IL,,LC13,,13 - 5 EX height clearance (136),low_13_5_pushpin,
109602,41.723772,-87.556638,Low Clearance,Chicago,IL,,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109603,41.723812,-87.54704699999999,Low Clearance,Chicago,IL,,LC14,,14 - 4 height clearance,low_14_4_pushpin,
109604,41.7239,-87.56075799999999,Low Clearance,Chicago,IL,,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
109605,41.725526,-87.55113399999999,Low Clearance,Chicago,IL,,LC13,,13 - 6 EX height clearance,low_13_6_pushpin,
109606,41.725742,-87.602815,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109607,41.725926,-87.551156,Low Clearance,Chicago,IL,,LC13,,13 - 6 EX height clearance,low_13_6_pushpin,
109608,41.727095,-87.553248,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109609,41.727928000000006,-87.614295,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109610,41.728184000000006,-87.554997,Low Clearance,Chicago,IL,,LC14,,14 - 0 height clearance,low_14_0_pushpin,
109611,41.729409000000004,-87.601935,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
109612,41.729617,-87.61917700000001,Low Clearance,Chicago,IL,,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
