UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin,Height
124091,40.018322,-75.70388100000001,Low Clearance,Downingtown,PA,19335,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124092,40.019719,-75.678003,Low Clearance,Downingtown,PA,19335,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124163,40.01916,-75.62319000000001,Low Clearance,Exton,PA,19341,LC14,,14 - 4 height clearance,low_14_4_pushpin,
124164,40.192551,-74.823887,Low Clearance,Fairless Hills,PA,19030,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
124190,39.777524,-76.723434,Low Clearance,Glen Rock,PA,17327,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
124220,40.51574,-76.11094399999999,Low Clearance,Hamburg,PA,19526,LC14,,14 - 1 height clearance,low_14_1_pushpin,
124278,40.33135,-79.62616,Low Clearance,Jeannette,PA,15644,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
124299,40.417907,-76.49803,Low Clearance,Jonestown,PA,17038,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124310,39.99799,-76.06175,Low Clearance,Kinzers,PA,17535,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
124368,40.0028,-75.2735,Low Clearance,Lower Merion,PA,19041,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
124369,40.01631,-75.30362,Low Clearance,Lower Merion,PA,19041,LC9,,9 - 8 height clearance (136),low_9_8_pushpin,
124370,40.02494,-75.22936,Low Clearance,Lower Merion,PA,19041,LC13,,13 - 8 height clearance,low_13_8_pushpin,
124376,40.030809999999995,-75.5779,Low Clearance,Malvern,PA,19355,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
124377,40.03422,-75.55774,Low Clearance,Malvern,PA,19355,LC10,,10 - 1 height clearance (136),low_10_1_pushpin,
124388,40.342890000000004,-76.92989,Low Clearance,Marysville,PA,17053,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124389,40.34336,-76.92815,Low Clearance,Marysville,PA,17053,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124421,41.876559,-79.974499,Low Clearance,Mill Village,PA,16441,LC12,,12 - 10 height clearance (136) - Dec 2014: User reported it up to 14-5 now but have not found any other verification yet.,low_12_10_pushpin,
124456,40.00376,-75.26745,Low Clearance,Narberth,PA,19096,LC14,,14 - 8 height clearance,low_14_8_pushpin,
124469,40.39743,-79.14511,Low Clearance,New Florence,PA,15944,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
124499,40.04177,-75.4966,Low Clearance,Paoli,PA,19301,LC14,,14 - 1 height clearance,low_14_1_pushpin,
124500,40.04295,-75.46096,Low Clearance,Paoli,PA,19301,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
124501,40.00035,-76.07963000000001,Low Clearance,Paradise,PA,17562,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
124502,40.00201,-76.10406,Low Clearance,Paradise,PA,17562,LC10,,10 - 8 height clearance (136),low_10_8_pushpin,
124512,39.9442,-75.21921,Low Clearance,Philadelphia,PA,19131,LC12,,12 - 8 height clearance (136),low_12_8_pushpin,
124513,39.959532,-75.175454,Low Clearance,Philadelphia,PA,19131,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124514,39.97797,-75.22631,Low Clearance,Philadelphia,PA,19131,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
124515,39.98623,-75.24639,Low Clearance,Philadelphia,PA,19131,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
124516,40.00435,-75.07753000000001,Low Clearance,Philadelphia,PA,19131,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124517,40.019793,-75.148825,Low Clearance,Philadelphia,PA,19131,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124518,40.019818,-75.04535600000001,Low Clearance,Philadelphia,PA,19131,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124519,40.063933,-75.187063,Low Clearance,Philadelphia,PA,19131,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124534,34.018295,-81.024561,Low Clearance,Columbia,SC,29204,LC14,,14 - 3 height clearance,low_14_3_pushpin,
124568,40.682208,-77.607939,Low Clearance,Reedsville,PA,17084,LC13,,13 - 10 height clearance,low_13_10_pushpin,
124572,40.226507,-75.550084,Low Clearance,Royersford,PA,19468,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124588,40.403129,-79.028414,Low Clearance,Seward,PA,15954,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
124613,40.018807,-79.077789,Low Clearance,Somerset,PA,15501,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124660,40.04418,-75.3739,Low Clearance,Wayne,PA,19087,LC9,,9 - 10 height clearance (136),low_9_10_pushpin,
124661,40.04479,-75.36015,Low Clearance,Wayne,PA,19087,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
124662,40.04596,-75.38771,Low Clearance,Wayne,PA,19087,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
124663,40.04979,-75.40413000000001,Low Clearance,Wayne,PA,19087,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
124670,39.951991,-75.581616,Low Clearance,West Chester,PA,19382,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124671,40.01905,-75.623,Low Clearance,West Chester,PA,19382,LC14,,14 - 4 height clearance,low_14_4_pushpin,
124674,40.067333000000005,-75.32128,Low Clearance,West Conshohocken,PA,19428,LC14,,14 - 0 height clearance,low_14_0_pushpin,
124675,40.067538,-75.321591,Low Clearance,West Conshohocken,PA,19428,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125036,34.173753000000005,-82.382357,Low Clearance,Abbeville,SC,29620,LC15,,17 - 7 height clearance,low_17_7_pushpin,
125060,33.923628,-81.496584,Low Clearance,Batesburg-Leesville,SC,29070,LC15,,15 - 3 height clearance,low_15_3_pushpin,
125080,34.591113,-81.464733,Low Clearance,Carlisle,SC,29031,LC15,,16 - 0 height clearance,low_16_0_pushpin,
125084,34.725058000000004,-82.779531,Low Clearance,Central,SC,29630,LC9,,9 - 8 height clearance (136),low_9_8_pushpin,
125119,33.987481,-81.028543,Low Clearance,Columbia,SC,29208,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
125120,33.999083,-81.025391,Low Clearance,Columbia,SC,29205,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125121,34.005313,-81.020608,Low Clearance,Columbia,SC,29204,LC14,,14 - 8 height clearance,low_14_8_pushpin,
125122,34.018225,-81.024569,Low Clearance,Columbia,SC,29204,LC14,,14 - 3 height clearance,low_14_3_pushpin,
125160,34.830847999999996,-82.578517,Low Clearance,Easley,SC,29640,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
125162,33.780229999999996,-81.92067,Low Clearance,Edgefield,SC,29824,LC13,,13 - 6 height clearance,low_13_6_pushpin,
125170,34.193945,-79.763173,Low Clearance,Florence,SC,29506,LC13,,13 - 8 height clearance,low_13_8_pushpin,
125215,34.819703000000004,-82.436113,Low Clearance,Greenville,SC,29611,LC14,,14 - 9 height clearance,low_14_9_pushpin,
125216,34.847286,-82.447195,Low Clearance,Greenville,SC,29611,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125217,34.856752,-82.413922,Low Clearance,Greenville,SC,29601,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
125218,34.872957,-82.411855,Low Clearance,Greenville,SC,29609,LC9,,9 - 10 height clearance (136),low_9_10_pushpin,
125227,34.20579,-82.13817399999999,Low Clearance,Greenwood,SC,29646,LC13,,13 - 10 height clearance,low_13_10_pushpin,
125262,34.818433,-81.649761,Low Clearance,Jonesville,SC,29353,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125266,34.70281,-80.756419,Low Clearance,Lancaster,SC,29720,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125272,34.506995,-82.008349,Low Clearance,Laurens,SC,29360,LC13,,13 - 10 height clearance,low_13_10_pushpin,
125286,34.788897,-82.688131,Low Clearance,Liberty,SC,29657,LC7,,7 - 0 height clearance (136),low_7_0_pushpin,
125294,34.944635999999996,-82.13211700000001,Low Clearance,Lyman,SC,29365,LC13,,13 - 7 height clearance,low_13_7_pushpin,
125295,34.944643,-82.13212800000001,Low Clearance,Lyman,SC,29365,LC13,,13 - 7 height clearance,low_13_7_pushpin,
125306,33.936808,-82.318045,Low Clearance,McCormick,SC,29835,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
125308,34.985553,-80.552551,Low Clearance,Monroe,SC,28110,LC13,,13 - 7 height clearance,low_13_7_pushpin,
125309,34.98655,-80.552932,Low Clearance,Monroe,SC,28110,LC13,,13 - 7 height clearance,low_13_7_pushpin,
125331,34.249601,-81.57350600000001,Low Clearance,Newberry,SC,29108,LC10,,10 - 2 height clearance (136),low_10_2_pushpin,
125346,33.507721999999994,-80.851153,Low Clearance,Orangeburg,SC,29115,LC15,,15 - 5 height clearance,low_15_5_pushpin,
125365,34.217209000000004,-81.542027,Low Clearance,Prosperity,SC,29127,LC8,,8 - 2 height clearance (136),low_8_2_pushpin,
125383,34.912881,-80.982678,Low Clearance,Rock Hill,SC,29730,LC15,,19 - 8 height clearance,low_19_8_pushpin,
125400,34.686479999999996,-82.97318100000001,Low Clearance,Seneca,SC,29678,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
125401,34.699601,-82.936223,Low Clearance,Seneca,SC,29678,LC15,,15 - 0 height clearance,low_15_0_pushpin,
125405,34.737358,-82.271632,Low Clearance,Simpsonville,SC,29681,LC15,,17 - 0 height clearance,low_17_0_pushpin,
125414,34.927087,-81.933132,Low Clearance,Spartanburg,SC,29306,LC13,,13 - 8 height clearance,low_13_8_pushpin,
125415,34.95198,-81.940597,Low Clearance,Spartanburg,SC,29303,LC8,,8 - 3 height clearance (136),low_8_3_pushpin,
125416,34.957240000000006,-81.994275,Low Clearance,Spartanburg,SC,29301,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125417,34.95811,-81.953008,Low Clearance,Spartanburg,SC,29301,LC8,,8 - 0 height clearance (136),low_8_0_pushpin,
125418,34.980364,-81.974915,Low Clearance,Spartanburg,SC,29303,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125455,34.953986,-82.096019,Low Clearance,Wellford,SC,29385,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
125461,33.973095,-81.076817,Low Clearance,West Columbia,SC,29169,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125466,34.617484000000005,-83.23568399999999,Low Clearance,Westminster,SC,29693,LC15,,15 - 0 height clearance,low_15_0_pushpin,
125467,34.660801,-83.086128,Low Clearance,Westminster,SC,29693,LC9,,9 - 10 height clearance (136),low_9_10_pushpin,
125468,34.665357,-83.09524300000001,Low Clearance,Westminster,SC,29693,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
125469,34.667606,-83.098867,Low Clearance,Westminster,SC,29693,LC12,,12 - 10 height clearance (136),low_12_10_pushpin,
125470,34.668039,-83.100213,Low Clearance,Westminster,SC,29693,LC15,,15 - 4 height clearance,low_15_4_pushpin,
125472,34.616528,-82.48101700000001,Low Clearance,Williamston,SC,29697,LC9,,9 - 4 height clearance (136),low_9_4_pushpin,
125477,34.393565,-81.088961,Low Clearance,Winnsboro,SC,29180,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
125486,43.66973,-97.82664,Low Clearance,Alexandria,SD,57311,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125487,43.761083,-96.781302,Low Clearance,Baltic,SD,57003,LC14,,14 - 8 height clearance,low_14_8_pushpin,
125492,43.842853999999996,-101.2435,Low Clearance,Belvidere,SD,57521,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125493,43.842869,-101.271374,Low Clearance,Belvidere,SD,57521,LC14,,14 - 8 height clearance,low_14_8_pushpin,
125494,43.8469,-101.34307,Low Clearance,Belvidere,SD,57521,LC13,,13 - 10 height clearance,low_13_10_pushpin,
125509,44.1525,-96.76006,Low Clearance,Brookings,SD,57006,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125516,44.673190000000005,-96.82649,Low Clearance,Castlewood,SD,57223,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125517,44.717542,-96.856179,Low Clearance,Castlewood,SD,57223,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125526,43.935306,-96.75853599999999,Low Clearance,Colman,SD,57017,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125527,44.007902,-96.758965,Low Clearance,Colman,SD,57017,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
125528,44.080379,-96.758654,Low Clearance,Colman,SD,57017,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125530,43.82059,-103.4909,Low Clearance,Custer,SD,57730,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
125531,43.84211,-103.5456,Low Clearance,Custer,SD,57730,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
125532,43.84724,-103.5781,Low Clearance,Custer,SD,57730,LC10,,10 - 7 height clearance (136),low_10_7_pushpin,
125534,43.833513,-96.780261,Low Clearance,Dell Rapids,SD,57022,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125537,43.908614,-100.486827,Low Clearance,Draper,SD,57531,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125538,43.909603999999995,-100.40723,Low Clearance,Draper,SD,57531,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125542,44.022385,-96.75908299999999,Low Clearance,Egan,SD,57024,LC13,,13 - 6 height clearance,low_13_6_pushpin,
125545,44.619753,-96.785175,Low Clearance,Estelline,SD,57234,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125559,45.51122,-99.87358,Low Clearance,Java,SD,57452,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
125563,43.836090000000006,-101.66127,Low Clearance,Kadoka,SD,57543,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125564,43.836137,-101.601961,Low Clearance,Kadoka,SD,57543,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125565,43.850893,-101.482603,Low Clearance,Kadoka,SD,57543,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125566,43.895264000000005,-99.865553,Low Clearance,Kennebec,SD,57544,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125567,43.859871000000005,-103.43138499999999,Low Clearance,Keystone,SD,57751,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
125568,43.862099,-103.437841,Low Clearance,Keystone,SD,57751,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
125569,43.868171000000004,-103.434351,Low Clearance,Keystone,SD,57751,LC12,,12 - 9 height clearance (136),low_12_9_pushpin,
125572,43.752365000000005,-99.07281,Low Clearance,Kimball,SD,57355,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125579,43.862668,-101.18354699999999,Low Clearance,Midland,SD,57552,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125580,43.897490000000005,-101.10421,Low Clearance,Midland,SD,57552,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125587,43.691941,-98.01205,Low Clearance,Mitchell,SD,57301,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125594,43.666591,-97.149248,Low Clearance,Montrose,SD,57048,LC14,,14 - 1 height clearance,low_14_1_pushpin,
125595,43.90833,-100.58651,Low Clearance,Murdo,SD,57559,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125596,43.908621999999994,-100.547038,Low Clearance,Murdo,SD,57559,LC14,,14 - 1 height clearance,low_14_1_pushpin,
125603,44.104159,-102.889615,Low Clearance,New Underwood,SD,57761,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125605,42.52805,-96.48262,Low Clearance,North Sioux City,SD,57049,LC12,,12 - 10 height clearance (136),low_12_10_pushpin,
125607,43.80636,-99.41275999999999,Low Clearance,Oacoma,SD,57365,LC14,,14 - 8 height clearance,low_14_8_pushpin,
125608,44.103581,-102.668687,Low Clearance,Owanka,SD,57767,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125614,44.242132,-103.39659499999999,Low Clearance,Piedmont,SD,57769,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125620,44.36758,-100.35297,Low Clearance,Pierre,SD,57501,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
125626,43.897359,-99.925709,Low Clearance,Presho,SD,57568,LC14,,14 - 2 height clearance,low_14_2_pushpin,
125627,43.89806,-100.10598,Low Clearance,Presho,SD,57568,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125628,43.898132000000004,-100.045851,Low Clearance,Presho,SD,57568,LC14,,14 - 1 height clearance,low_14_1_pushpin,
125629,43.903822,-100.166067,Low Clearance,Presho,SD,57568,LC14,,14 - 4 height clearance,low_14_4_pushpin,
125654,43.846382,-99.508701,Low Clearance,Reliance,SD,57569,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125655,43.86394,-99.60601,Low Clearance,Reliance,SD,57569,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125656,43.703235,-96.78129100000001,Low Clearance,Renner,SD,57055,LC13,,13 - 10 height clearance,low_13_10_pushpin,
125667,43.515257,-96.711586,Low Clearance,Sioux Falls,SD,57105,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125689,44.475242,-103.76977600000001,Low Clearance,Spearfish,SD,57783,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125696,45.267683,-97.051712,Low Clearance,Summit,SD,57266,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125698,44.528562,-96.756991,Low Clearance,Toronto,SD,57268,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125705,43.912448,-100.286413,Low Clearance,Vivian,SD,57576,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125706,43.912463,-100.24133,Low Clearance,Vivian,SD,57576,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125709,43.986484999999995,-102.239104,Low Clearance,Wall,SD,57790,LC14,,14 - 6 height clearance,low_14_6_pushpin,
125714,45.005927,-97.054179,Low Clearance,Watertown,SD,57201,LC14,,14 - 10 height clearance,low_14_10_pushpin,
125724,45.427243,-97.001479,Low Clearance,Wilmot,SD,57279,LC14,,14 - 8 height clearance,low_14_8_pushpin,
125891,35.204041,-86.072223,Low Clearance,Decherd,TN,37324,LC9,,9 - 7 height clearance (136),low_9_7_pushpin,
125895,35.786328999999995,-83.976156,Low Clearance,Alcoa,TN,37701,LC10,,10 - 3 height clearance (136),low_10_3_pushpin,
125906,35.021613,-85.02264699999999,Low Clearance,Apison,TN,37302,LC13,,13 - 6 height clearance,low_13_6_pushpin,
125907,35.028051,-86.840724,Low Clearance,Ardmore,TN,38449,LC7,,7 - 0 height clearance (136),low_7_0_pushpin,
125933,35.485869,-89.723786,Low Clearance,Brighton,TN,38011,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
125939,35.593657,-89.254248,Low Clearance,Brownsville,TN,38012,LC13,,13 - 9 height clearance,low_13_9_pushpin,
125942,36.313127,-83.01468299999999,Low Clearance,Bulls Gap,TN,37711,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
125946,36.0908,-87.25488,Low Clearance,Burns,TN,37029,LC11,,11 - 10 height clearance (136),low_11_10_pushpin,
125949,36.04853,-88.10808,Low Clearance,Camden,TN,38320,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
125952,36.249759999999995,-84.16996999999999,Low Clearance,Caryville,TN,37714,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125959,35.603588,-86.718512,Low Clearance,Chapel hill,TN,37034,LC11,,11 - 7 height clearance (136),low_11_7_pushpin,
125960,35.60362,-86.718489,Low Clearance,Chapel Hill,TN,37034,LC11,,11 - 7 height clearance (136),low_11_7_pushpin,
125976,34.99669,-85.39041,Low Clearance,Chattanooga,TN,37419,LC14,,14 - 0 height clearance,low_14_0_pushpin,
125977,35.013524,-85.315117,Low Clearance,Chattanooga,TN,37410,LC10,,10 - 8 height clearance (136),low_10_8_pushpin,
126001,36.501979,-82.785715,Low Clearance,Church Hill,TN,37642,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
126002,36.521299,-82.718712,Low Clearance,Church Hill,TN,37642,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
126003,36.525399,-82.701667,Low Clearance,Church Hill,TN,37642,LC12,,12 - 9 height clearance (136),low_12_9_pushpin,
126018,35.157364,-84.871942,Low Clearance,Cleveland,TN,37311,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
126024,36.06252,-84.22463,Low Clearance,Clinton,TN,37716,LC13,,13 - 10 height clearance,low_13_10_pushpin,
126025,36.067240000000005,-84.2192,Low Clearance,Clinton,TN,37716,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
126026,36.10048,-84.14801999999999,Low Clearance,Clinton,TN,37716,LC14,,14 - 0 height clearance,low_14_0_pushpin,
126027,36.100533,-84.14801800000001,Low Clearance,Clinton,TN,37716,LC14,,14 - 0 height clearance,low_14_0_pushpin,
126028,36.10545,-84.1316,Low Clearance,Clinton,TN,37716,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
126032,35.07593,-85.06126,Low Clearance,Collegedale,TN,37363,LC14,,14 - 0 height clearance,low_14_0_pushpin,
126033,36.493590000000005,-82.51037,Low Clearance,Colonial Heights,TN,37663,LC10,,10 - 1 height clearance (136),low_10_1_pushpin,
126036,35.603805,-87.03244000000001,Low Clearance,Columbia,TN,38401,LC14,,14 - 0 height clearance,low_14_0_pushpin,
126037,35.60717,-87.03635,Low Clearance,Columbia,TN,38401,LC12,,12 - 7 height clearance (136),low_12_7_pushpin,
126038,35.60921,-87.0736,Low Clearance,Columbia,TN,38401,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
126039,35.60986,-87.04086,Low Clearance,Columbia,TN,38401,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
126040,35.61107,-87.04808,Low Clearance,Columbia,TN,38401,LC7,,7 - 10 height clearance (136),low_7_10_pushpin,
126041,35.678051,-87.01247,Low Clearance,Columbia,TN,38401,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
126064,36.164721,-85.512725,Low Clearance,Cookeville,TN,38501,LC14,,14 - 0 height clearance,low_14_0_pushpin,
126071,35.354989,-86.83994100000001,Low Clearance,Cornersville,TN,37047,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
126072,35.354997,-86.839965,Low Clearance,Cornersville,TN,37047,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
126077,35.552775,-89.64365699999999,Low Clearance,Covington,TN,38019,LC9,,9 - 2 height clearance (136),low_9_2_pushpin,
126095,35.498455,-85.012847,Low Clearance,Dayton,TN,37321,LC14,,14 - 2 height clearance,low_14_2_pushpin,
126096,35.218984999999996,-84.65665899999999,Low Clearance,Delano,TN,37325,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
126101,36.0773,-87.39086999999999,Low Clearance,Dickson,TN,37055,LC8,,8 - 6 height clearance (136),low_8_6_pushpin,
126125,36.124204,-82.440163,Low Clearance,Erwin,TN,37650,LC13,,13 - 7 height clearance,low_13_7_pushpin,
126128,35.27835,-86.133911,Low Clearance,Estill Springs,TN,37330,LC13,,13 - 9 height clearance,low_13_9_pushpin,
126143,35.908396,-86.747664,Low Clearance,Franklin,TN,,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
126144,35.908398,-86.747674,Low Clearance,Franklin,TN,37067,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
126145,35.923666,-86.766898,Low Clearance,Franklin,TN,37067,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
126146,35.923689,-86.766898,Low Clearance,Franklin,TN,37067,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
126161,36.368243,-86.514371,Low Clearance,Gallatin,TN,37066,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
126164,35.617115999999996,-83.419386,Low Clearance,Gatlinburg,TN,37738,LC13,,13 - 6 height clearance minimum on each sidewall,low_13_6_pushpin,
126165,35.61736,-83.41925,Low Clearance,Gatlinburg,TN,37738,LC13,,13 - 6 height clearance minimum on each sidewall,low_13_6_pushpin,
126166,35.63945,-83.47855,Low Clearance,Gatlinburg,TN,37738,LC13,,13 - 6 height clearance minimum on each sidewall,low_13_6_pushpin,
126169,36.32421,-86.70919,Low Clearance,Goodlettsville,TN,37072,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
126170,36.346470000000004,-86.72653000000001,Low Clearance,Goodlettsville,TN,37072,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
126171,36.358826,-86.73462099999999,Low Clearance,Goodlettsville,TN,37072,LC10,,10 - 0 height clearance (136),low_10_0_pushpin,
126188,36.144622,-82.881474,Low Clearance,Greeneville,TN,37743,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
126189,36.14465,-82.88148000000001,Low Clearance,Greeneville,TN,37743,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
126190,36.16514,-82.835992,Low Clearance,Greeneville,TN,37743,LC11,,11 - 3 height clearance (136),low_11_3_pushpin,
126191,36.19471,-82.75836,Low Clearance,Greeneville,TN,37743,LC9,,9 - 1 height clearance (136),low_9_1_pushpin,
126192,36.194728999999995,-82.758383,Low Clearance,Greeneville,TN,37745,LC8,,8 - 0 height clearance (136),low_8_0_pushpin,
126200,35.933982,-84.554338,Low Clearance,Harriman,TN,37748,LC13,,13 - 9 height clearance,low_13_9_pushpin,
126218,35.672585,-89.573105,Low Clearance,Henning,TN,38041,LC8,,8 - 0 height clearance (136),low_8_0_pushpin,
126265,36.292192,-82.348036,Low Clearance,Johnson City,TN,37604,LC14,,14 - 6 height clearance,low_14_6_pushpin,
126266,36.297319,-82.380689,Low Clearance,Johnson City,TN,37604,LC14,,14 - 3 height clearance,low_14_3_pushpin,
126267,36.334171000000005,-82.40912900000001,Low Clearance,Johnson City,TN,37604,LC7,,7 - 4 height clearance (136),low_7_4_pushpin,
126268,36.339997,-82.41682800000001,Low Clearance,Johnson City,TN,37604,LC8,,8 - 2 height clearance (136),low_8_2_pushpin,
126269,36.349969,-82.42612700000001,Low Clearance,Johnson City,TN,37615,LC7,,7 - 4 height clearance (136),low_7_4_pushpin,
126270,36.419787,-82.47255200000001,Low Clearance,Johnson City,TN,37615,LC13,,13 - 3 height clearance (136),low_13_3_pushpin,
126280,36.471934999999995,-82.492847,Low Clearance,Kingsport,TN,37663,LC9,,9 - 10 height clearance (136),low_9_10_pushpin,
126281,36.522087,-82.533621,Low Clearance,Kingsport,TN,37664,LC14,,14 - 5 height clearance,low_14_5_pushpin,
126308,35.91206,-83.93698,Low Clearance,Knoxville,TN,37920,LC12,,12 - 8 height clearance (136),low_12_8_pushpin,
126309,35.912112,-83.93697,Low Clearance,Knoxville,TN,37920,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
126310,35.9279,-83.92336999999999,Low Clearance,Knoxville,TN,37920,LC9,,9 - 0 height clearance (136),low_9_0_pushpin,
126311,35.927938,-83.923411,Low Clearance,Knoxville,TN,37920,LC9,,9 - 0 height clearance (136),low_9_0_pushpin,
126312,35.93085,-83.91775,Low Clearance,Knoxville,TN,37920,LC9,,9 - 1 height clearance (136),low_9_1_pushpin,
126313,35.93117,-84.00192,Low Clearance,Knoxville,TN,37920,LC13,,13 - 8 height clearance,low_13_8_pushpin,
126314,35.94445,-83.92268,Low Clearance,Knoxville,TN,37920,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
126315,35.944593,-83.922573,Low Clearance,Knoxville,TN,37920,LC8,,8 - 10 height clearance (136),low_8_10_pushpin,
126316,35.953525,-83.940438,Low Clearance,Knoxville,TN,37916,LC13,,13 - 6 height clearance,low_13_6_pushpin,
126317,35.977696,-83.915275,Low Clearance,Knoxville,TN,37917,LC12,,12 - 3 height clearance (136),low_12_3_pushpin,
